locus_tag	ftype	length_bp	gene	EC_number	COG	product
NBGCEFFD_00001	gene	1209	rhaR			
NBGCEFFD_00001	CDS	1209	rhaR			HTH-type transcriptional activator RhaR
NBGCEFFD_00002	gene	228				
NBGCEFFD_00002	CDS	228				hypothetical protein
NBGCEFFD_00003	gene	762				
NBGCEFFD_00003	CDS	762				hypothetical protein
NBGCEFFD_00004	gene	759	ppm1			
NBGCEFFD_00004	CDS	759	ppm1	2.4.1.-		Polyprenol monophosphomannose synthase
NBGCEFFD_00005	gene	2772	lptD_1			
NBGCEFFD_00005	CDS	2772	lptD_1			LPS-assembly protein LptD
NBGCEFFD_00006	gene	585				
NBGCEFFD_00006	CDS	585				hypothetical protein
NBGCEFFD_00007	gene	1776				
NBGCEFFD_00007	CDS	1776				hypothetical protein
NBGCEFFD_00008	gene	2256	kefB_1			
NBGCEFFD_00008	CDS	2256	kefB_1			Glutathione-regulated potassium-efflux system protein KefB
NBGCEFFD_00009	gene	1224	pepT			
NBGCEFFD_00009	CDS	1224	pepT	3.4.11.4	COG2195	Peptidase T
NBGCEFFD_00010	gene	75				
NBGCEFFD_00010	tRNA	75				tRNA-Arg(ccg)
NBGCEFFD_00011	gene	693				
NBGCEFFD_00011	CDS	693				hypothetical protein
NBGCEFFD_00012	gene	750				
NBGCEFFD_00012	CDS	750				hypothetical protein
NBGCEFFD_00013	gene	1032				
NBGCEFFD_00013	CDS	1032				hypothetical protein
NBGCEFFD_00014	gene	2109				
NBGCEFFD_00014	CDS	2109				hypothetical protein
NBGCEFFD_00015	gene	738				
NBGCEFFD_00015	CDS	738				hypothetical protein
NBGCEFFD_00016	gene	1134				
NBGCEFFD_00016	CDS	1134				hypothetical protein
NBGCEFFD_00017	gene	513				
NBGCEFFD_00017	CDS	513				hypothetical protein
NBGCEFFD_00018	gene	636	udk_1			
NBGCEFFD_00018	CDS	636	udk_1	2.7.1.48		Uridine kinase
NBGCEFFD_00019	gene	573				
NBGCEFFD_00019	CDS	573				hypothetical protein
NBGCEFFD_00020	gene	1038				
NBGCEFFD_00020	CDS	1038				hypothetical protein
NBGCEFFD_00021	gene	2562				
NBGCEFFD_00021	CDS	2562				hypothetical protein
NBGCEFFD_00022	gene	930				
NBGCEFFD_00022	CDS	930				hypothetical protein
NBGCEFFD_00023	gene	702				
NBGCEFFD_00023	CDS	702				hypothetical protein
NBGCEFFD_00024	gene	534				
NBGCEFFD_00024	CDS	534				hypothetical protein
NBGCEFFD_00025	gene	255	rpmE2			
NBGCEFFD_00025	CDS	255	rpmE2		COG0254	50S ribosomal protein L31 type B
NBGCEFFD_00026	gene	906				
NBGCEFFD_00026	CDS	906				hypothetical protein
NBGCEFFD_00027	gene	132				
NBGCEFFD_00027	CDS	132				hypothetical protein
NBGCEFFD_00028	gene	108				
NBGCEFFD_00028	CDS	108				hypothetical protein
NBGCEFFD_00029	gene	2310				
NBGCEFFD_00029	CDS	2310				hypothetical protein
NBGCEFFD_00030	gene	1158	pqqE			
NBGCEFFD_00030	CDS	1158	pqqE	1.21.98.4		PqqA peptide cyclase
NBGCEFFD_00031	gene	2409				
NBGCEFFD_00031	CDS	2409				hypothetical protein
NBGCEFFD_00032	gene	2223	apxIB			
NBGCEFFD_00032	CDS	2223	apxIB		COG2274	Toxin RTX-I translocation ATP-binding protein
NBGCEFFD_00033	gene	498				
NBGCEFFD_00033	CDS	498				hypothetical protein
NBGCEFFD_00034	gene	1563				
NBGCEFFD_00034	CDS	1563				hypothetical protein
NBGCEFFD_00035	gene	456				
NBGCEFFD_00035	CDS	456				hypothetical protein
NBGCEFFD_00036	gene	1242	ugd			
NBGCEFFD_00036	CDS	1242	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
NBGCEFFD_00037	gene	600				
NBGCEFFD_00037	CDS	600				hypothetical protein
NBGCEFFD_00038	gene	549	bsaA			
NBGCEFFD_00038	CDS	549	bsaA			Glutathione peroxidase BsaA
NBGCEFFD_00039	gene	909	trxB			
NBGCEFFD_00039	CDS	909	trxB	1.8.1.9	COG0492	Thioredoxin reductase
NBGCEFFD_00040	gene	1155				
NBGCEFFD_00040	CDS	1155				hypothetical protein
NBGCEFFD_00041	gene	1218				
NBGCEFFD_00041	CDS	1218				hypothetical protein
NBGCEFFD_00042	gene	798	tuaG			
NBGCEFFD_00042	CDS	798	tuaG	2.4.-.-	COG0463	Putative teichuronic acid biosynthesis glycosyltransferase TuaG
NBGCEFFD_00043	gene	1197	arnB			
NBGCEFFD_00043	CDS	1197	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
NBGCEFFD_00044	gene	594				
NBGCEFFD_00044	CDS	594				hypothetical protein
NBGCEFFD_00045	gene	1914	pglF			
NBGCEFFD_00045	CDS	1914	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
NBGCEFFD_00046	gene	1131				
NBGCEFFD_00046	CDS	1131				hypothetical protein
NBGCEFFD_00047	gene	105				
NBGCEFFD_00047	CDS	105				hypothetical protein
NBGCEFFD_00048	gene	1047				
NBGCEFFD_00048	CDS	1047				hypothetical protein
NBGCEFFD_00049	gene	510	pspA_1			
NBGCEFFD_00049	CDS	510	pspA_1	3.1.3.3	COG0406	Phosphoserine phosphatase 1
NBGCEFFD_00050	gene	1746				
NBGCEFFD_00050	CDS	1746				hypothetical protein
NBGCEFFD_00051	gene	861				
NBGCEFFD_00051	CDS	861				hypothetical protein
NBGCEFFD_00052	gene	405				
NBGCEFFD_00052	CDS	405				hypothetical protein
NBGCEFFD_00053	gene	816				
NBGCEFFD_00053	CDS	816				hypothetical protein
NBGCEFFD_00054	gene	426	mtnN			
NBGCEFFD_00054	CDS	426	mtnN	3.2.2.9		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
NBGCEFFD_00055	gene	480	luxS			
NBGCEFFD_00055	CDS	480	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
NBGCEFFD_00056	gene	1425	dinF			
NBGCEFFD_00056	CDS	1425	dinF		COG0534	DNA damage-inducible protein F
NBGCEFFD_00057	gene	1851	typA			
NBGCEFFD_00057	CDS	1851	typA		COG1217	GTP-binding protein TypA/BipA
NBGCEFFD_00058	gene	435	nudC_1			
NBGCEFFD_00058	CDS	435	nudC_1	3.6.1.22		NADH pyrophosphatase
NBGCEFFD_00059	gene	852				
NBGCEFFD_00059	CDS	852				hypothetical protein
NBGCEFFD_00060	gene	2409				
NBGCEFFD_00060	CDS	2409		5.1.1.1		Alanine racemase
NBGCEFFD_00061	gene	282				
NBGCEFFD_00061	CDS	282				hypothetical protein
NBGCEFFD_00062	gene	726				
NBGCEFFD_00062	CDS	726				hypothetical protein
NBGCEFFD_00063	gene	687	psd			
NBGCEFFD_00063	CDS	687	psd	4.1.1.65		Phosphatidylserine decarboxylase proenzyme
NBGCEFFD_00064	gene	3711	dnaE			
NBGCEFFD_00064	CDS	3711	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
NBGCEFFD_00065	gene	315	trxA			
NBGCEFFD_00065	CDS	315	trxA		COG0526	Thioredoxin
NBGCEFFD_00066	gene	411	tsaE			
NBGCEFFD_00066	CDS	411	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
NBGCEFFD_00067	gene	1569	cheB			
NBGCEFFD_00067	CDS	1569	cheB	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
NBGCEFFD_00068	gene	3387	bamD_1			
NBGCEFFD_00068	CDS	3387	bamD_1			Outer membrane protein assembly factor BamD
NBGCEFFD_00069	gene	393				
NBGCEFFD_00069	CDS	393				hypothetical protein
NBGCEFFD_00070	gene	1251	aroA			
NBGCEFFD_00070	CDS	1251	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
NBGCEFFD_00071	gene	1167				
NBGCEFFD_00071	CDS	1167				hypothetical protein
NBGCEFFD_00072	gene	471				
NBGCEFFD_00072	CDS	471				hypothetical protein
NBGCEFFD_00073	gene	99				
NBGCEFFD_00073	CDS	99				hypothetical protein
NBGCEFFD_00074	gene	840				
NBGCEFFD_00074	CDS	840				hypothetical protein
NBGCEFFD_00075	gene	852				
NBGCEFFD_00075	CDS	852				hypothetical protein
NBGCEFFD_00076	gene	74				
NBGCEFFD_00076	tRNA	74				tRNA-Pro(ggg)
NBGCEFFD_00077	gene	74				
NBGCEFFD_00077	tRNA	74				tRNA-Lys(ttt)
NBGCEFFD_00078	gene	1134				
NBGCEFFD_00078	CDS	1134				hypothetical protein
NBGCEFFD_00079	gene	600	tdk_1			
NBGCEFFD_00079	CDS	600	tdk_1	2.7.1.21	COG1435	Thymidine kinase
NBGCEFFD_00080	gene	1866				
NBGCEFFD_00080	CDS	1866				hypothetical protein
NBGCEFFD_00081	gene	1209	ribBA			
NBGCEFFD_00081	CDS	1209	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
NBGCEFFD_00082	gene	831	tolQ_1			
NBGCEFFD_00082	CDS	831	tolQ_1			Tol-Pal system protein TolQ
NBGCEFFD_00083	gene	675				
NBGCEFFD_00083	CDS	675				hypothetical protein
NBGCEFFD_00084	gene	648				
NBGCEFFD_00084	CDS	648				hypothetical protein
NBGCEFFD_00085	gene	846				
NBGCEFFD_00085	CDS	846				hypothetical protein
NBGCEFFD_00086	gene	963				
NBGCEFFD_00086	CDS	963				hypothetical protein
NBGCEFFD_00087	gene	1458				
NBGCEFFD_00087	CDS	1458				hypothetical protein
NBGCEFFD_00088	gene	1959				
NBGCEFFD_00088	CDS	1959				hypothetical protein
NBGCEFFD_00089	gene	423				
NBGCEFFD_00089	CDS	423				hypothetical protein
NBGCEFFD_00090	gene	441	umuD			
NBGCEFFD_00090	CDS	441	umuD	3.4.21.-	COG1974	Protein UmuD
NBGCEFFD_00091	gene	1320	umuC			
NBGCEFFD_00091	CDS	1320	umuC		COG0389	Protein UmuC
NBGCEFFD_00092	gene	741	nfrA2			
NBGCEFFD_00092	CDS	741	nfrA2	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
NBGCEFFD_00093	gene	213				
NBGCEFFD_00093	CDS	213				hypothetical protein
NBGCEFFD_00094	gene	2559				
NBGCEFFD_00094	CDS	2559				hypothetical protein
NBGCEFFD_00095	gene	381	folB			
NBGCEFFD_00095	CDS	381	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
NBGCEFFD_00096	gene	1185				
NBGCEFFD_00096	CDS	1185				hypothetical protein
NBGCEFFD_00097	gene	903				
NBGCEFFD_00097	CDS	903				hypothetical protein
NBGCEFFD_00098	gene	1410	dnaA			
NBGCEFFD_00098	CDS	1410	dnaA			Chromosomal replication initiator protein DnaA
NBGCEFFD_00099	gene	432				
NBGCEFFD_00099	CDS	432				hypothetical protein
NBGCEFFD_00100	gene	2133	btuB_1			
NBGCEFFD_00100	CDS	2133	btuB_1			Vitamin B12 transporter BtuB
NBGCEFFD_00101	gene	1140	cbiKp			
NBGCEFFD_00101	CDS	1140	cbiKp	4.99.1.3	COG4822	Sirohydrochlorin cobaltochelatase CbiKP
NBGCEFFD_00102	gene	1488				
NBGCEFFD_00102	CDS	1488				hypothetical protein
NBGCEFFD_00103	gene	198				
NBGCEFFD_00103	CDS	198				hypothetical protein
NBGCEFFD_00104	gene	1428	cysG_1			
NBGCEFFD_00104	CDS	1428	cysG_1	4.99.1.4		Siroheme synthase
NBGCEFFD_00105	gene	1233	cbiET			
NBGCEFFD_00105	CDS	1233	cbiET		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
NBGCEFFD_00106	gene	1767	cysG_2			
