locus_tag	ftype	length_bp	gene	EC_number	COG	product
EFENACEL_00001	gene	2235	fecA			
EFENACEL_00001	CDS	2235	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
EFENACEL_00002	gene	3390	susC_1			
EFENACEL_00002	CDS	3390	susC_1			TonB-dependent receptor SusC
EFENACEL_00003	gene	1530				
EFENACEL_00003	CDS	1530				hypothetical protein
EFENACEL_00004	gene	954				
EFENACEL_00004	CDS	954				hypothetical protein
EFENACEL_00005	gene	1026				
EFENACEL_00005	CDS	1026				hypothetical protein
EFENACEL_00006	gene	633				
EFENACEL_00006	CDS	633				hypothetical protein
EFENACEL_00007	gene	1176				
EFENACEL_00007	CDS	1176				hypothetical protein
EFENACEL_00008	gene	1104				
EFENACEL_00008	CDS	1104				hypothetical protein
EFENACEL_00009	gene	912				
EFENACEL_00009	CDS	912				hypothetical protein
EFENACEL_00010	gene	1440				
EFENACEL_00010	CDS	1440				hypothetical protein
EFENACEL_00011	gene	456				
EFENACEL_00011	CDS	456				hypothetical protein
EFENACEL_00012	gene	189				
EFENACEL_00012	CDS	189				hypothetical protein
EFENACEL_00013	gene	495	mnmG			
EFENACEL_00013	CDS	495	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
EFENACEL_00014	gene	531	apt			
EFENACEL_00014	CDS	531	apt	2.4.2.7		Adenine phosphoribosyltransferase
EFENACEL_00015	gene	1836	uvrC			
EFENACEL_00015	CDS	1836	uvrC		COG0322	UvrABC system protein C
EFENACEL_00016	gene	453	dtd			
EFENACEL_00016	CDS	453	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
EFENACEL_00017	gene	393				
EFENACEL_00017	CDS	393				hypothetical protein
EFENACEL_00018	gene	891	deoC			
EFENACEL_00018	CDS	891	deoC	4.1.2.4		Deoxyribose-phosphate aldolase
EFENACEL_00019	gene	606				
EFENACEL_00019	CDS	606				hypothetical protein
EFENACEL_00020	gene	978	ispB			
EFENACEL_00020	CDS	978	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
EFENACEL_00021	gene	2766	polA			
EFENACEL_00021	CDS	2766	polA	2.7.7.7	COG0258	DNA polymerase I
EFENACEL_00022	gene	1131	capA			
EFENACEL_00022	CDS	1131	capA			Capsule biosynthesis protein CapA
EFENACEL_00023	gene	1575				
EFENACEL_00023	CDS	1575				hypothetical protein
EFENACEL_00024	gene	165				
EFENACEL_00024	CDS	165				hypothetical protein
EFENACEL_00025	gene	600	tdk			
EFENACEL_00025	CDS	600	tdk	2.7.1.21	COG1435	Thymidine kinase
EFENACEL_00026	gene	1866				
EFENACEL_00026	CDS	1866				hypothetical protein
EFENACEL_00027	gene	1209	ribBA			
EFENACEL_00027	CDS	1209	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
EFENACEL_00028	gene	831	tolQ_1			
EFENACEL_00028	CDS	831	tolQ_1			Tol-Pal system protein TolQ
EFENACEL_00029	gene	675				
EFENACEL_00029	CDS	675				hypothetical protein
EFENACEL_00030	gene	648				
EFENACEL_00030	CDS	648				hypothetical protein
EFENACEL_00031	gene	846				
EFENACEL_00031	CDS	846				hypothetical protein
EFENACEL_00032	gene	963				
EFENACEL_00032	CDS	963				hypothetical protein
EFENACEL_00033	gene	1458				
EFENACEL_00033	CDS	1458				hypothetical protein
EFENACEL_00034	gene	651				
EFENACEL_00034	CDS	651				hypothetical protein
EFENACEL_00035	gene	1311	murF			
EFENACEL_00035	CDS	1311	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
EFENACEL_00036	gene	726				
EFENACEL_00036	CDS	726				hypothetical protein
EFENACEL_00037	gene	108				
EFENACEL_00037	CDS	108				hypothetical protein
EFENACEL_00038	gene	495				
EFENACEL_00038	CDS	495				hypothetical protein
EFENACEL_00039	gene	933				
EFENACEL_00039	CDS	933				hypothetical protein
EFENACEL_00040	gene	1332	nhaA			
EFENACEL_00040	CDS	1332	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
EFENACEL_00041	gene	756				
EFENACEL_00041	CDS	756				hypothetical protein
EFENACEL_00042	gene	717	ybhL			
EFENACEL_00042	CDS	717	ybhL		COG0670	Inner membrane protein YbhL
EFENACEL_00043	gene	477	argR			
EFENACEL_00043	CDS	477	argR		COG1438	Arginine repressor
EFENACEL_00044	gene	1188	kbl			
EFENACEL_00044	CDS	1188	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
EFENACEL_00045	gene	120				
EFENACEL_00045	CDS	120				hypothetical protein
EFENACEL_00046	gene	879	ftsX			
EFENACEL_00046	CDS	879	ftsX		COG2177	Cell division protein FtsX
EFENACEL_00047	gene	249				
EFENACEL_00047	CDS	249				hypothetical protein
EFENACEL_00048	gene	879	uppP			
EFENACEL_00048	CDS	879	uppP	3.6.1.27		Undecaprenyl-diphosphatase
EFENACEL_00049	gene	699	truB			
EFENACEL_00049	CDS	699	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
EFENACEL_00050	gene	1119	queA_1			
EFENACEL_00050	CDS	1119	queA_1	2.4.99.17		S-adenosylmethionine:tRNA ribosyltransferase-isomerase
EFENACEL_00051	gene	435	sulD			
EFENACEL_00051	CDS	435	sulD		COG0801	Bifunctional folate synthesis protein
EFENACEL_00052	gene	600	purH_1			
EFENACEL_00052	CDS	600	purH_1		COG0138	Bifunctional purine biosynthesis protein PurH
EFENACEL_00053	gene	1026	mbl			
EFENACEL_00053	CDS	1026	mbl		COG1077	Cell shape-determining protein Mbl
EFENACEL_00054	gene	867				
EFENACEL_00054	CDS	867				hypothetical protein
EFENACEL_00055	gene	498				
EFENACEL_00055	CDS	498				hypothetical protein
EFENACEL_00056	gene	1851	mrdA			
EFENACEL_00056	CDS	1851	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
EFENACEL_00057	gene	1377				
EFENACEL_00057	CDS	1377				hypothetical protein
EFENACEL_00058	gene	222				
EFENACEL_00058	CDS	222				hypothetical protein
EFENACEL_00059	gene	1866	deaD_1			
EFENACEL_00059	CDS	1866	deaD_1	3.6.4.13		ATP-dependent RNA helicase DeaD
EFENACEL_00060	gene	549				
