locus_tag	ftype	length_bp	gene	EC_number	COG	product
OFFJBEEN_00001	gene	582				
OFFJBEEN_00001	CDS	582			COG3385	IS4 family transposase ISPg4
OFFJBEEN_00002	gene	210				
OFFJBEEN_00002	CDS	210				hypothetical protein
OFFJBEEN_00003	gene	600				
OFFJBEEN_00003	CDS	600				hypothetical protein
OFFJBEEN_00004	gene	780				
OFFJBEEN_00004	CDS	780				hypothetical protein
OFFJBEEN_00005	gene	1809	mutS_1			
OFFJBEEN_00005	CDS	1809	mutS_1			DNA mismatch repair protein MutS
OFFJBEEN_00006	gene	1182	purH_1			
OFFJBEEN_00006	CDS	1182	purH_1		COG0138	Bifunctional purine biosynthesis protein PurH
OFFJBEEN_00007	gene	192				
OFFJBEEN_00007	CDS	192				hypothetical protein
OFFJBEEN_00008	gene	1200	mgl			
OFFJBEEN_00008	CDS	1200	mgl	4.4.1.11	COG0626	L-methionine gamma-lyase
OFFJBEEN_00009	gene	1002	fda			
OFFJBEEN_00009	CDS	1002	fda	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
OFFJBEEN_00010	gene	1077				
OFFJBEEN_00010	CDS	1077				hypothetical protein
OFFJBEEN_00011	gene	735				
OFFJBEEN_00011	CDS	735				hypothetical protein
OFFJBEEN_00012	gene	1557	nnr			
OFFJBEEN_00012	CDS	1557	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
OFFJBEEN_00013	gene	537	hpt			
OFFJBEEN_00013	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
OFFJBEEN_00014	gene	567	adk			
OFFJBEEN_00014	CDS	567	adk	2.7.4.3	COG0563	Adenylate kinase
OFFJBEEN_00015	gene	1176	obg			
OFFJBEEN_00015	CDS	1176	obg	3.6.5.-		GTPase Obg
OFFJBEEN_00016	gene	813				
OFFJBEEN_00016	CDS	813		1.10.3.-	COG1496	Polyphenol oxidase
OFFJBEEN_00017	gene	567				
OFFJBEEN_00017	CDS	567				hypothetical protein
OFFJBEEN_00018	gene	549				
OFFJBEEN_00018	CDS	549				hypothetical protein
OFFJBEEN_00019	gene	150				
OFFJBEEN_00019	CDS	150				hypothetical protein
OFFJBEEN_00020	gene	2406	btuB_1			
OFFJBEEN_00020	CDS	2406	btuB_1			Vitamin B12 transporter BtuB
