locus_tag	ftype	length_bp	gene	EC_number	COG	product
MMIDAKPF_00001	gene	1074	adh			
MMIDAKPF_00001	CDS	1074	adh	1.1.1.80		NADP-dependent isopropanol dehydrogenase
MMIDAKPF_00002	gene	207				
MMIDAKPF_00002	CDS	207				hypothetical protein
MMIDAKPF_00003	gene	330				
MMIDAKPF_00003	CDS	330				hypothetical protein
MMIDAKPF_00004	gene	372				
MMIDAKPF_00004	CDS	372				hypothetical protein
MMIDAKPF_00005	gene	345	hxlR			
MMIDAKPF_00005	CDS	345	hxlR		COG1733	HTH-type transcriptional activator HxlR
MMIDAKPF_00006	gene	456				
MMIDAKPF_00006	CDS	456				hypothetical protein
MMIDAKPF_00007	gene	447				
MMIDAKPF_00007	CDS	447				hypothetical protein
MMIDAKPF_00008	gene	75				
MMIDAKPF_00008	tRNA	75				tRNA-His(gtg)
MMIDAKPF_00009	gene	1299				
MMIDAKPF_00009	CDS	1299				hypothetical protein
MMIDAKPF_00010	gene	657	trmO			
MMIDAKPF_00010	CDS	657	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
MMIDAKPF_00011	gene	3201				
MMIDAKPF_00011	CDS	3201				hypothetical protein
MMIDAKPF_00012	gene	2580				
MMIDAKPF_00012	CDS	2580				hypothetical protein
MMIDAKPF_00013	gene	228				
MMIDAKPF_00013	CDS	228				hypothetical protein
MMIDAKPF_00014	gene	390				
MMIDAKPF_00014	CDS	390				hypothetical protein
MMIDAKPF_00015	gene	771				
MMIDAKPF_00015	CDS	771				hypothetical protein
MMIDAKPF_00016	gene	543				
MMIDAKPF_00016	CDS	543				hypothetical protein
MMIDAKPF_00017	gene	1215	norR			
MMIDAKPF_00017	CDS	1215	norR			Anaerobic nitric oxide reductase transcription regulator NorR
MMIDAKPF_00018	gene	1698	eptC			
MMIDAKPF_00018	CDS	1698	eptC	2.7.-.-	COG2194	Phosphoethanolamine transferase EptC
MMIDAKPF_00019	gene	462	ndk			
MMIDAKPF_00019	CDS	462	ndk	2.7.4.6		Nucleoside diphosphate kinase
MMIDAKPF_00020	gene	3693				
MMIDAKPF_00020	CDS	3693				hypothetical protein
MMIDAKPF_00021	gene	1389	ampG			
MMIDAKPF_00021	CDS	1389	ampG		COG0477	Anhydromuropeptide permease
MMIDAKPF_00022	gene	213				
MMIDAKPF_00022	CDS	213				hypothetical protein
MMIDAKPF_00023	gene	909				
MMIDAKPF_00023	CDS	909		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
MMIDAKPF_00024	gene	1044	aguA			
MMIDAKPF_00024	CDS	1044	aguA	3.5.3.12	COG2957	Agmatine deiminase
MMIDAKPF_00025	gene	177				
MMIDAKPF_00025	CDS	177				hypothetical protein
MMIDAKPF_00026	gene	105				
MMIDAKPF_00026	CDS	105				hypothetical protein
MMIDAKPF_00027	gene	879				
MMIDAKPF_00027	CDS	879			COG0327	GTP cyclohydrolase 1 type 2 
MMIDAKPF_00028	gene	840				
MMIDAKPF_00028	CDS	840				hypothetical protein
MMIDAKPF_00029	gene	951				
MMIDAKPF_00029	CDS	951				hypothetical protein
MMIDAKPF_00030	gene	189				
MMIDAKPF_00030	CDS	189				hypothetical protein
MMIDAKPF_00031	gene	450				
MMIDAKPF_00031	CDS	450				hypothetical protein
MMIDAKPF_00032	gene	1029				
MMIDAKPF_00032	CDS	1029				hypothetical protein
MMIDAKPF_00033	gene	477				
MMIDAKPF_00033	CDS	477				hypothetical protein
MMIDAKPF_00034	gene	777	pyrK_1			
MMIDAKPF_00034	CDS	777	pyrK_1		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
MMIDAKPF_00035	gene	912	pyrD			
MMIDAKPF_00035	CDS	912	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
MMIDAKPF_00036	gene	1092	aroC			
MMIDAKPF_00036	CDS	1092	aroC	4.2.3.5		Chorismate synthase
MMIDAKPF_00037	gene	600	slyD			
MMIDAKPF_00037	CDS	600	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
MMIDAKPF_00038	gene	126				
MMIDAKPF_00038	CDS	126				hypothetical protein
MMIDAKPF_00039	gene	2214				
MMIDAKPF_00039	CDS	2214				hypothetical protein
MMIDAKPF_00040	gene	498				
MMIDAKPF_00040	CDS	498			COG0716	Flavodoxin 1
MMIDAKPF_00041	gene	363				
MMIDAKPF_00041	CDS	363				hypothetical protein
MMIDAKPF_00042	gene	1506				
MMIDAKPF_00042	CDS	1506		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
MMIDAKPF_00043	gene	822	acr1			
MMIDAKPF_00043	CDS	822	acr1	1.2.1.-	COG3320	Fatty acyl-CoA reductase
MMIDAKPF_00044	gene	123				
MMIDAKPF_00044	CDS	123				hypothetical protein
MMIDAKPF_00045	gene	285				
MMIDAKPF_00045	CDS	285				hypothetical protein
MMIDAKPF_00046	gene	408				
MMIDAKPF_00046	CDS	408				hypothetical protein
MMIDAKPF_00047	gene	462				
MMIDAKPF_00047	CDS	462				hypothetical protein
MMIDAKPF_00048	gene	456				
MMIDAKPF_00048	CDS	456				hypothetical protein
MMIDAKPF_00049	gene	954	qmcA			
MMIDAKPF_00049	CDS	954	qmcA		COG0330	Protein QmcA
MMIDAKPF_00050	gene	1086	wbpI			
