locus_tag	ftype	length_bp	gene	EC_number	COG	product
NIELGFIF_00001	gene	1329				
NIELGFIF_00001	CDS	1329				hypothetical protein
NIELGFIF_00002	gene	1008				
NIELGFIF_00002	CDS	1008				hypothetical protein
NIELGFIF_00003	gene	606				
NIELGFIF_00003	CDS	606				hypothetical protein
NIELGFIF_00004	gene	309				
NIELGFIF_00004	CDS	309				hypothetical protein
NIELGFIF_00005	gene	2067				
NIELGFIF_00005	CDS	2067				hypothetical protein
NIELGFIF_00006	gene	402				
NIELGFIF_00006	CDS	402				hypothetical protein
NIELGFIF_00007	gene	477				
NIELGFIF_00007	CDS	477				hypothetical protein
NIELGFIF_00008	gene	330				
NIELGFIF_00008	CDS	330				hypothetical protein
NIELGFIF_00009	gene	450				
NIELGFIF_00009	CDS	450				hypothetical protein
NIELGFIF_00010	gene	1452				
NIELGFIF_00010	CDS	1452				hypothetical protein
NIELGFIF_00011	gene	564	resA_1			
NIELGFIF_00011	CDS	564	resA_1			Thiol-disulfide oxidoreductase ResA
NIELGFIF_00012	gene	534	maa			
NIELGFIF_00012	CDS	534	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
NIELGFIF_00013	gene	483				
NIELGFIF_00013	CDS	483				hypothetical protein
NIELGFIF_00014	gene	498				
NIELGFIF_00014	CDS	498				hypothetical protein
NIELGFIF_00015	gene	477				
NIELGFIF_00015	CDS	477				hypothetical protein
NIELGFIF_00016	gene	807	tolQ_1			
NIELGFIF_00016	CDS	807	tolQ_1			Tol-Pal system protein TolQ
NIELGFIF_00017	gene	486	asnC_1			
NIELGFIF_00017	CDS	486	asnC_1		COG1522	Regulatory protein AsnC
NIELGFIF_00018	gene	135				
NIELGFIF_00018	CDS	135				hypothetical protein
NIELGFIF_00019	gene	486	dfrA			
NIELGFIF_00019	CDS	486	dfrA	1.5.1.3	COG0262	Dihydrofolate reductase
NIELGFIF_00020	gene	795	thyA			
NIELGFIF_00020	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
NIELGFIF_00021	gene	1410	rsmF			
NIELGFIF_00021	CDS	1410	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
NIELGFIF_00022	gene	777				
NIELGFIF_00022	CDS	777				hypothetical protein
NIELGFIF_00023	gene	186				
NIELGFIF_00023	CDS	186				hypothetical protein
NIELGFIF_00024	gene	543	algU			
NIELGFIF_00024	CDS	543	algU		COG1595	RNA polymerase sigma-H factor
NIELGFIF_00025	gene	360				
NIELGFIF_00025	CDS	360				hypothetical protein
NIELGFIF_00026	gene	2097	pal_1			
NIELGFIF_00026	CDS	2097	pal_1			Peptidoglycan-associated lipoprotein
NIELGFIF_00027	gene	981	glkA			
NIELGFIF_00027	CDS	981	glkA	2.7.1.2		Glucokinase
NIELGFIF_00028	gene	138				
NIELGFIF_00028	CDS	138				hypothetical protein
NIELGFIF_00029	gene	690				
NIELGFIF_00029	CDS	690				hypothetical protein
NIELGFIF_00030	gene	579				
NIELGFIF_00030	CDS	579				hypothetical protein
NIELGFIF_00031	gene	858	rmlD			
NIELGFIF_00031	CDS	858	rmlD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
NIELGFIF_00032	gene	1593	prfC			
NIELGFIF_00032	CDS	1593	prfC		COG4108	Peptide chain release factor 3
NIELGFIF_00033	gene	1038				
NIELGFIF_00033	CDS	1038				hypothetical protein
NIELGFIF_00034	gene	1932				
NIELGFIF_00034	CDS	1932				hypothetical protein
NIELGFIF_00035	gene	1296				
NIELGFIF_00035	CDS	1296				hypothetical protein
NIELGFIF_00036	gene	888				
NIELGFIF_00036	CDS	888				hypothetical protein
NIELGFIF_00037	gene	1476	rbbA			
NIELGFIF_00037	CDS	1476	rbbA		COG0842	Ribosome-associated ATPase
NIELGFIF_00038	gene	1065	ybhS			
NIELGFIF_00038	CDS	1065	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
NIELGFIF_00039	gene	1104	ybhR_1			
NIELGFIF_00039	CDS	1104	ybhR_1		COG0842	putative multidrug ABC transporter permease YbhR
NIELGFIF_00040	gene	1404				
NIELGFIF_00040	CDS	1404				hypothetical protein
NIELGFIF_00041	gene	2640	rep_1			
NIELGFIF_00041	CDS	2640	rep_1	3.6.4.12		ATP-dependent DNA helicase Rep
NIELGFIF_00042	gene	1251	tdcG			
NIELGFIF_00042	CDS	1251	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
NIELGFIF_00043	gene	405				
NIELGFIF_00043	CDS	405				hypothetical protein
NIELGFIF_00044	gene	822	cmk_1			
NIELGFIF_00044	CDS	822	cmk_1	2.7.4.25		Cytidylate kinase
NIELGFIF_00045	gene	1374	yeeO			
NIELGFIF_00045	CDS	1374	yeeO		COG0534	putative FMN/FAD exporter YeeO
NIELGFIF_00046	gene	123				
NIELGFIF_00046	CDS	123				hypothetical protein
NIELGFIF_00047	gene	339				
NIELGFIF_00047	CDS	339				hypothetical protein
NIELGFIF_00048	gene	582				
NIELGFIF_00048	CDS	582				hypothetical protein
NIELGFIF_00049	gene	1542	glyQS			
NIELGFIF_00049	CDS	1542	glyQS	6.1.1.14		Glycine--tRNA ligase
NIELGFIF_00050	gene	105				
NIELGFIF_00050	CDS	105				hypothetical protein
NIELGFIF_00051	gene	117				
NIELGFIF_00051	CDS	117				hypothetical protein
NIELGFIF_00052	gene	2493				
NIELGFIF_00052	CDS	2493				hypothetical protein
NIELGFIF_00053	gene	1560				
NIELGFIF_00053	CDS	1560				hypothetical protein
NIELGFIF_00054	gene	93				
NIELGFIF_00054	CDS	93				hypothetical protein
NIELGFIF_00055	gene	1749				
