locus_tag	ftype	length_bp	gene	EC_number	COG	product
KMJCMJOA_00001	gene	552				
KMJCMJOA_00001	CDS	552				hypothetical protein
KMJCMJOA_00002	gene	579				
KMJCMJOA_00002	CDS	579				hypothetical protein
KMJCMJOA_00003	gene	951	rgtE			
KMJCMJOA_00003	CDS	951	rgtE	2.4.1.-	COG0463	Dodecaprenyl-phosphate galacturonate synthase
KMJCMJOA_00004	gene	486				
KMJCMJOA_00004	CDS	486				hypothetical protein
KMJCMJOA_00005	gene	684				
KMJCMJOA_00005	CDS	684				hypothetical protein
KMJCMJOA_00006	gene	942	apbE			
KMJCMJOA_00006	CDS	942	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
KMJCMJOA_00007	gene	618				
KMJCMJOA_00007	CDS	618				hypothetical protein
KMJCMJOA_00008	gene	2094	prlC			
KMJCMJOA_00008	CDS	2094	prlC	3.4.24.70	COG0339	Oligopeptidase A
KMJCMJOA_00009	gene	444	tadA_1			
KMJCMJOA_00009	CDS	444	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
KMJCMJOA_00010	gene	1725				
KMJCMJOA_00010	CDS	1725				hypothetical protein
KMJCMJOA_00011	gene	498	yqgN			
KMJCMJOA_00011	CDS	498	yqgN		COG0212	putative protein YqgN
KMJCMJOA_00012	gene	291				
KMJCMJOA_00012	CDS	291				hypothetical protein
KMJCMJOA_00013	gene	1095	recF			
KMJCMJOA_00013	CDS	1095	recF		COG1195	DNA replication and repair protein RecF
KMJCMJOA_00014	gene	741				
KMJCMJOA_00014	CDS	741				hypothetical protein
KMJCMJOA_00015	gene	477	ribH			
KMJCMJOA_00015	CDS	477	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
KMJCMJOA_00016	gene	237				
KMJCMJOA_00016	CDS	237				hypothetical protein
KMJCMJOA_00017	gene	567				
KMJCMJOA_00017	CDS	567				hypothetical protein
KMJCMJOA_00018	gene	459				
KMJCMJOA_00018	CDS	459				hypothetical protein
KMJCMJOA_00019	gene	351				
KMJCMJOA_00019	CDS	351				hypothetical protein
KMJCMJOA_00020	gene	897	bamD			
KMJCMJOA_00020	CDS	897	bamD			Outer membrane protein assembly factor BamD
KMJCMJOA_00021	gene	2460				
KMJCMJOA_00021	CDS	2460				hypothetical protein
KMJCMJOA_00022	gene	2040	uvrB			
KMJCMJOA_00022	CDS	2040	uvrB		COG0556	UvrABC system protein B
KMJCMJOA_00023	gene	255				
KMJCMJOA_00023	CDS	255				hypothetical protein
KMJCMJOA_00024	gene	2280				
KMJCMJOA_00024	CDS	2280				hypothetical protein
KMJCMJOA_00025	gene	903	menA			
KMJCMJOA_00025	CDS	903	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
KMJCMJOA_00026	gene	642				
KMJCMJOA_00026	CDS	642				hypothetical protein
KMJCMJOA_00027	gene	642				
KMJCMJOA_00027	CDS	642				hypothetical protein
KMJCMJOA_00028	gene	2100				
KMJCMJOA_00028	CDS	2100				hypothetical protein
KMJCMJOA_00029	gene	144				
KMJCMJOA_00029	CDS	144				hypothetical protein
KMJCMJOA_00030	gene	3303				
KMJCMJOA_00030	CDS	3303				hypothetical protein
KMJCMJOA_00031	gene	1932				
KMJCMJOA_00031	CDS	1932				hypothetical protein
KMJCMJOA_00032	gene	1785				
KMJCMJOA_00032	CDS	1785				hypothetical protein
KMJCMJOA_00033	gene	156				
KMJCMJOA_00033	CDS	156				hypothetical protein
KMJCMJOA_00034	gene	900	rluD_1			
KMJCMJOA_00034	CDS	900	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
KMJCMJOA_00035	gene	1995	tkt			
KMJCMJOA_00035	CDS	1995	tkt	2.2.1.1		Transketolase
KMJCMJOA_00036	gene	444	rpiB			
KMJCMJOA_00036	CDS	444	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
KMJCMJOA_00037	gene	300				
KMJCMJOA_00037	CDS	300			COG0776	DNA-binding protein HRL53
KMJCMJOA_00038	gene	90				
KMJCMJOA_00038	CDS	90				hypothetical protein
KMJCMJOA_00039	gene	1575	rne			
KMJCMJOA_00039	CDS	1575	rne	3.1.26.12	COG1530	Ribonuclease E
KMJCMJOA_00040	gene	474	guaD			
KMJCMJOA_00040	CDS	474	guaD	3.5.4.3	COG0590	Guanine deaminase
KMJCMJOA_00041	gene	162				
KMJCMJOA_00041	CDS	162			COG1773	Rubredoxin
KMJCMJOA_00042	gene	657	ppaX			
KMJCMJOA_00042	CDS	657	ppaX	3.6.1.1	COG0546	Pyrophosphatase PpaX
KMJCMJOA_00043	gene	705	ttcA			
KMJCMJOA_00043	CDS	705	ttcA	2.8.1.-		tRNA-cytidine(32) 2-sulfurtransferase
KMJCMJOA_00044	gene	507				
KMJCMJOA_00044	CDS	507				hypothetical protein
KMJCMJOA_00045	gene	762	ydfG			
KMJCMJOA_00045	CDS	762	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
KMJCMJOA_00046	gene	1698	glgE			
KMJCMJOA_00046	CDS	1698	glgE	2.4.99.16		Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase
KMJCMJOA_00047	gene	894	fabD			
KMJCMJOA_00047	CDS	894	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
KMJCMJOA_00048	gene	462				
KMJCMJOA_00048	CDS	462				hypothetical protein
KMJCMJOA_00049	gene	612				
KMJCMJOA_00049	CDS	612				hypothetical protein
KMJCMJOA_00050	gene	2052	ligA			
KMJCMJOA_00050	CDS	2052	ligA	6.5.1.2		DNA ligase
KMJCMJOA_00051	gene	855	pta_1			
KMJCMJOA_00051	CDS	855	pta_1	2.3.1.8	COG0280	Phosphate acetyltransferase
KMJCMJOA_00052	gene	1062	buk2			
KMJCMJOA_00052	CDS	1062	buk2	2.7.2.7	COG3426	Butyrate kinase 2
KMJCMJOA_00053	gene	675	trmD			
KMJCMJOA_00053	CDS	675	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
KMJCMJOA_00054	gene	939				
KMJCMJOA_00054	CDS	939				hypothetical protein
KMJCMJOA_00055	gene	1416	pepP			
KMJCMJOA_00055	CDS	1416	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
KMJCMJOA_00056	gene	1197				
KMJCMJOA_00056	CDS	1197				hypothetical protein
KMJCMJOA_00057	gene	480				
KMJCMJOA_00057	CDS	480				hypothetical protein
KMJCMJOA_00058	gene	1731	recJ			
KMJCMJOA_00058	CDS	1731	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
KMJCMJOA_00059	gene	1911	deaD_1			
KMJCMJOA_00059	CDS	1911	deaD_1	3.6.4.13		ATP-dependent RNA helicase DeaD
KMJCMJOA_00060	gene	813				
KMJCMJOA_00060	CDS	813				hypothetical protein
KMJCMJOA_00061	gene	1182				
KMJCMJOA_00061	CDS	1182				Outer membrane protein 41
KMJCMJOA_00062	gene	531	cobP			
KMJCMJOA_00062	CDS	531	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
KMJCMJOA_00063	gene	1032	cobT			
KMJCMJOA_00063	CDS	1032	cobT	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
KMJCMJOA_00064	gene	792	cobS			
KMJCMJOA_00064	CDS	792	cobS	2.7.8.26		Adenosylcobinamide-GDP ribazoletransferase
KMJCMJOA_00065	gene	534	pspA_1			
KMJCMJOA_00065	CDS	534	pspA_1	3.1.3.3	COG0406	Phosphoserine phosphatase 1
KMJCMJOA_00066	gene	543				
KMJCMJOA_00066	CDS	543				hypothetical protein
KMJCMJOA_00067	gene	771	korB_1			
KMJCMJOA_00067	CDS	771	korB_1	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
KMJCMJOA_00068	gene	1083	korA_1			
KMJCMJOA_00068	CDS	1083	korA_1	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
KMJCMJOA_00069	gene	234	rsxB			
KMJCMJOA_00069	CDS	234	rsxB	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
KMJCMJOA_00070	gene	180				
KMJCMJOA_00070	CDS	180				hypothetical protein
KMJCMJOA_00071	gene	924	folD			
KMJCMJOA_00071	CDS	924	folD		COG0190	Bifunctional protein FolD protein
KMJCMJOA_00072	gene	1341	ffh			
KMJCMJOA_00072	CDS	1341	ffh		COG0541	Signal recognition particle protein
KMJCMJOA_00073	gene	480				
KMJCMJOA_00073	CDS	480				hypothetical protein
KMJCMJOA_00074	gene	753				
KMJCMJOA_00074	CDS	753				hypothetical protein
KMJCMJOA_00075	gene	2127				
KMJCMJOA_00075	CDS	2127			COG1629	putative TonB-dependent receptor
KMJCMJOA_00076	gene	402				
KMJCMJOA_00076	CDS	402				hypothetical protein
KMJCMJOA_00077	gene	3432				
KMJCMJOA_00077	CDS	3432				hypothetical protein
KMJCMJOA_00078	gene	222				
KMJCMJOA_00078	CDS	222				hypothetical protein
KMJCMJOA_00079	gene	210				
KMJCMJOA_00079	CDS	210				hypothetical protein
	repeat_region	366				
KMJCMJOA_00080	gene	216				
KMJCMJOA_00080	CDS	216				hypothetical protein
KMJCMJOA_00081	gene	1299				
KMJCMJOA_00081	CDS	1299				hypothetical protein
KMJCMJOA_00082	gene	546	pdxT			
KMJCMJOA_00082	CDS	546	pdxT	4.3.3.6		Pyridoxal 5'-phosphate synthase subunit PdxT
KMJCMJOA_00083	gene	876	pdxS			
KMJCMJOA_00083	CDS	876	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
KMJCMJOA_00084	gene	258				
