locus_tag	ftype	length_bp	gene	EC_number	COG	product
LHPHOPBP_00001	gene	1428	cysG_1			
LHPHOPBP_00001	CDS	1428	cysG_1	4.99.1.4		Siroheme synthase
LHPHOPBP_00002	gene	1233	cbiET			
LHPHOPBP_00002	CDS	1233	cbiET		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
LHPHOPBP_00003	gene	1767	cysG_2			
LHPHOPBP_00003	CDS	1767	cysG_2	4.99.1.4		Siroheme synthase
LHPHOPBP_00004	gene	2076	cbiD			
LHPHOPBP_00004	CDS	2076	cbiD	2.1.1.195		Cobalt-precorrin-5B C(1)-methyltransferase
LHPHOPBP_00005	gene	1137				
LHPHOPBP_00005	CDS	1137				hypothetical protein
LHPHOPBP_00006	gene	1023	hmuU_1			
LHPHOPBP_00006	CDS	1023	hmuU_1		COG0609	Hemin transport system permease protein HmuU
LHPHOPBP_00007	gene	810				
LHPHOPBP_00007	CDS	810				hypothetical protein
LHPHOPBP_00008	gene	2106	recD2_1			
LHPHOPBP_00008	CDS	2106	recD2_1	3.6.4.12		ATP-dependent RecD-like DNA helicase
LHPHOPBP_00009	gene	1002	korB_1			
LHPHOPBP_00009	CDS	1002	korB_1	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
LHPHOPBP_00010	gene	1851	korA_1			
LHPHOPBP_00010	CDS	1851	korA_1	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
LHPHOPBP_00011	gene	1614	pckA			
LHPHOPBP_00011	CDS	1614	pckA	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
LHPHOPBP_00012	gene	660	upp			
LHPHOPBP_00012	CDS	660	upp	2.4.2.9		Uracil phosphoribosyltransferase
LHPHOPBP_00013	gene	516	dps			
LHPHOPBP_00013	CDS	516	dps	1.16.-.-	COG0783	DNA protection during starvation protein
LHPHOPBP_00014	gene	1764	arnT			
LHPHOPBP_00014	CDS	1764	arnT	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
LHPHOPBP_00015	gene	1977	mdoB			
LHPHOPBP_00015	CDS	1977	mdoB	2.7.8.20		Phosphoglycerol transferase I
LHPHOPBP_00016	gene	99				
LHPHOPBP_00016	CDS	99				hypothetical protein
LHPHOPBP_00017	gene	552				
LHPHOPBP_00017	CDS	552				hypothetical protein
LHPHOPBP_00018	gene	2895				
LHPHOPBP_00018	CDS	2895				hypothetical protein
LHPHOPBP_00019	gene	1455				
LHPHOPBP_00019	CDS	1455				hypothetical protein
LHPHOPBP_00020	gene	396				
LHPHOPBP_00020	CDS	396				hypothetical protein
LHPHOPBP_00021	gene	1641				
LHPHOPBP_00021	CDS	1641				hypothetical protein
LHPHOPBP_00022	gene	2802				
LHPHOPBP_00022	CDS	2802				hypothetical protein
LHPHOPBP_00023	gene	546				
LHPHOPBP_00023	CDS	546				hypothetical protein
LHPHOPBP_00024	gene	138				
LHPHOPBP_00024	CDS	138				hypothetical protein
LHPHOPBP_00025	gene	747				
LHPHOPBP_00025	CDS	747				hypothetical protein
LHPHOPBP_00026	gene	774				
LHPHOPBP_00026	CDS	774				hypothetical protein
LHPHOPBP_00027	gene	1053				
LHPHOPBP_00027	CDS	1053				hypothetical protein
LHPHOPBP_00028	gene	717				
LHPHOPBP_00028	CDS	717				hypothetical protein
LHPHOPBP_00029	gene	2313	cirA			
LHPHOPBP_00029	CDS	2313	cirA		COG4771	Colicin I receptor
LHPHOPBP_00030	gene	1329				
LHPHOPBP_00030	CDS	1329				hypothetical protein
LHPHOPBP_00031	gene	216				
LHPHOPBP_00031	CDS	216				hypothetical protein
LHPHOPBP_00032	gene	825				
LHPHOPBP_00032	CDS	825				hypothetical protein
LHPHOPBP_00033	gene	1392				
LHPHOPBP_00033	CDS	1392				hypothetical protein
LHPHOPBP_00034	gene	4485				
LHPHOPBP_00034	CDS	4485				hypothetical protein
LHPHOPBP_00035	gene	354				
LHPHOPBP_00035	CDS	354				hypothetical protein
LHPHOPBP_00036	gene	951	lolE_1			
LHPHOPBP_00036	CDS	951	lolE_1		COG4591	Lipoprotein-releasing system transmembrane protein LolE
LHPHOPBP_00037	gene	810				
LHPHOPBP_00037	CDS	810				hypothetical protein
LHPHOPBP_00038	gene	471				
LHPHOPBP_00038	CDS	471				hypothetical protein
LHPHOPBP_00039	gene	1287				
LHPHOPBP_00039	CDS	1287				hypothetical protein
LHPHOPBP_00040	gene	507	recX			
LHPHOPBP_00040	CDS	507	recX			Regulatory protein RecX
LHPHOPBP_00041	gene	894	prmC_1			
LHPHOPBP_00041	CDS	894	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
LHPHOPBP_00042	gene	1005	hmuU_2			
LHPHOPBP_00042	CDS	1005	hmuU_2		COG0609	Hemin transport system permease protein HmuU
LHPHOPBP_00043	gene	1173				
LHPHOPBP_00043	CDS	1173				hypothetical protein
LHPHOPBP_00044	gene	6564				
LHPHOPBP_00044	CDS	6564				hypothetical protein
LHPHOPBP_00045	gene	285				
LHPHOPBP_00045	CDS	285				hypothetical protein
LHPHOPBP_00046	gene	1050	btuB_1			
LHPHOPBP_00046	CDS	1050	btuB_1			Vitamin B12 transporter BtuB
LHPHOPBP_00047	gene	1722				
LHPHOPBP_00047	CDS	1722				hypothetical protein
LHPHOPBP_00048	gene	1668	udk_1			
LHPHOPBP_00048	CDS	1668	udk_1	2.7.1.48		Uridine kinase
LHPHOPBP_00049	gene	132				
LHPHOPBP_00049	CDS	132				hypothetical protein
LHPHOPBP_00050	gene	393				
LHPHOPBP_00050	CDS	393				hypothetical protein
LHPHOPBP_00051	gene	339				
LHPHOPBP_00051	CDS	339				hypothetical protein
LHPHOPBP_00052	gene	381				
LHPHOPBP_00052	CDS	381				hypothetical protein
LHPHOPBP_00053	gene	432				
LHPHOPBP_00053	CDS	432				hypothetical protein
LHPHOPBP_00054	gene	2709	rcsC_1			
LHPHOPBP_00054	CDS	2709	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
LHPHOPBP_00055	gene	258				
LHPHOPBP_00055	CDS	258				hypothetical protein
LHPHOPBP_00056	gene	72				
LHPHOPBP_00056	tRNA	72				tRNA-Gln(ttg)
LHPHOPBP_00057	gene	918				
LHPHOPBP_00057	CDS	918				hypothetical protein
LHPHOPBP_00058	gene	255				
LHPHOPBP_00058	CDS	255				hypothetical protein
LHPHOPBP_00059	gene	1821	argS			
LHPHOPBP_00059	CDS	1821	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
LHPHOPBP_00060	gene	417				
LHPHOPBP_00060	CDS	417				hypothetical protein
LHPHOPBP_00061	gene	1494	patA			
LHPHOPBP_00061	CDS	1494	patA	2.3.1.-	COG1696	Peptidoglycan O-acetyltransferase
LHPHOPBP_00062	gene	1314				
LHPHOPBP_00062	CDS	1314				hypothetical protein
LHPHOPBP_00063	gene	1527				
LHPHOPBP_00063	CDS	1527				hypothetical protein
LHPHOPBP_00064	gene	1893	speA			
LHPHOPBP_00064	CDS	1893	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
LHPHOPBP_00065	gene	528	aroK			
LHPHOPBP_00065	CDS	528	aroK	2.7.1.71	COG0703	Shikimate kinase
LHPHOPBP_00066	gene	2415	topA			
LHPHOPBP_00066	CDS	2415	topA	5.6.2.1		DNA topoisomerase 1
LHPHOPBP_00067	gene	699				
LHPHOPBP_00067	CDS	699				hypothetical protein
LHPHOPBP_00068	gene	822				
LHPHOPBP_00068	CDS	822				hypothetical protein
LHPHOPBP_00069	gene	555	nudC_1			
LHPHOPBP_00069	CDS	555	nudC_1	3.6.1.22		NADH pyrophosphatase
LHPHOPBP_00070	gene	417				
LHPHOPBP_00070	CDS	417				hypothetical protein
LHPHOPBP_00071	gene	1152	resA_1			
LHPHOPBP_00071	CDS	1152	resA_1			Thiol-disulfide oxidoreductase ResA
LHPHOPBP_00072	gene	990				
LHPHOPBP_00072	CDS	990				hypothetical protein
LHPHOPBP_00073	gene	1026				
LHPHOPBP_00073	CDS	1026				hypothetical protein
LHPHOPBP_00074	gene	402				
LHPHOPBP_00074	CDS	402				hypothetical protein
LHPHOPBP_00075	gene	1089				
LHPHOPBP_00075	CDS	1089				hypothetical protein
LHPHOPBP_00076	gene	1893				
LHPHOPBP_00076	CDS	1893				hypothetical protein
LHPHOPBP_00077	gene	1143				
LHPHOPBP_00077	CDS	1143				hypothetical protein
LHPHOPBP_00078	gene	390				
LHPHOPBP_00078	CDS	390				hypothetical protein
LHPHOPBP_00079	gene	1116				
LHPHOPBP_00079	CDS	1116				hypothetical protein
LHPHOPBP_00080	gene	1812				
LHPHOPBP_00080	CDS	1812				hypothetical protein
LHPHOPBP_00081	gene	2355	pnp			
LHPHOPBP_00081	CDS	2355	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
LHPHOPBP_00082	gene	219				
LHPHOPBP_00082	CDS	219				hypothetical protein
LHPHOPBP_00083	gene	1812	der_1			
LHPHOPBP_00083	CDS	1812	der_1			GTPase Der
LHPHOPBP_00084	gene	387				
LHPHOPBP_00084	CDS	387				hypothetical protein
LHPHOPBP_00085	gene	975	ugd			
LHPHOPBP_00085	CDS	975	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
LHPHOPBP_00086	gene	600				
LHPHOPBP_00086	CDS	600				hypothetical protein
LHPHOPBP_00087	gene	549	bsaA			
LHPHOPBP_00087	CDS	549	bsaA			Glutathione peroxidase BsaA
LHPHOPBP_00088	gene	909	trxB			
LHPHOPBP_00088	CDS	909	trxB	1.8.1.9	COG0492	Thioredoxin reductase
LHPHOPBP_00089	gene	1155				
LHPHOPBP_00089	CDS	1155				hypothetical protein
LHPHOPBP_00090	gene	1143				
LHPHOPBP_00090	CDS	1143				hypothetical protein
LHPHOPBP_00091	gene	798	tuaG			
LHPHOPBP_00091	CDS	798	tuaG	2.4.-.-	COG0463	Putative teichuronic acid biosynthesis glycosyltransferase TuaG
LHPHOPBP_00092	gene	1197	arnB			
LHPHOPBP_00092	CDS	1197	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
LHPHOPBP_00093	gene	588				
LHPHOPBP_00093	CDS	588				hypothetical protein
LHPHOPBP_00094	gene	1914	pglF			
LHPHOPBP_00094	CDS	1914	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
LHPHOPBP_00095	gene	1107				
LHPHOPBP_00095	CDS	1107				hypothetical protein
LHPHOPBP_00096	gene	225				
LHPHOPBP_00096	CDS	225				hypothetical protein
LHPHOPBP_00097	gene	465				
LHPHOPBP_00097	CDS	465				hypothetical protein
LHPHOPBP_00098	gene	1008				
LHPHOPBP_00098	CDS	1008				hypothetical protein
LHPHOPBP_00099	gene	510	pspA_1			
LHPHOPBP_00099	CDS	510	pspA_1	3.1.3.3	COG0406	Phosphoserine phosphatase 1
LHPHOPBP_00100	gene	1746				
LHPHOPBP_00100	CDS	1746				hypothetical protein
LHPHOPBP_00101	gene	861				
LHPHOPBP_00101	CDS	861				hypothetical protein
LHPHOPBP_00102	gene	405				
LHPHOPBP_00102	CDS	405				hypothetical protein
LHPHOPBP_00103	gene	1446				
LHPHOPBP_00103	CDS	1446				hypothetical protein
