locus_tag	ftype	length_bp	gene	EC_number	COG	product
IPNKDEJD_00001	gene	2886				
IPNKDEJD_00001	CDS	2886				hypothetical protein
IPNKDEJD_00002	gene	1359	miaB			
IPNKDEJD_00002	CDS	1359	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
IPNKDEJD_00003	gene	912	xerD_1			
IPNKDEJD_00003	CDS	912	xerD_1			Tyrosine recombinase XerD
IPNKDEJD_00004	gene	1299				
IPNKDEJD_00004	CDS	1299				hypothetical protein
IPNKDEJD_00005	gene	429	csdE			
IPNKDEJD_00005	CDS	429	csdE		COG2166	Sulfur acceptor protein CsdE
IPNKDEJD_00006	gene	558	trmH			
IPNKDEJD_00006	CDS	558	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
IPNKDEJD_00007	gene	831				
IPNKDEJD_00007	CDS	831				hypothetical protein
IPNKDEJD_00008	gene	681				
IPNKDEJD_00008	CDS	681				hypothetical protein
IPNKDEJD_00009	gene	477				
IPNKDEJD_00009	CDS	477				hypothetical protein
IPNKDEJD_00010	gene	459	rnhA			
IPNKDEJD_00010	CDS	459	rnhA	3.1.26.4	COG3341	Ribonuclease H
IPNKDEJD_00011	gene	696				
IPNKDEJD_00011	CDS	696				hypothetical protein
IPNKDEJD_00012	gene	1005				
IPNKDEJD_00012	CDS	1005				hypothetical protein
IPNKDEJD_00013	gene	1680				
IPNKDEJD_00013	CDS	1680				hypothetical protein
IPNKDEJD_00014	gene	87				
IPNKDEJD_00014	tRNA	87				tRNA-Leu(taa)
IPNKDEJD_00015	gene	576				
IPNKDEJD_00015	CDS	576				hypothetical protein
IPNKDEJD_00016	gene	423				
IPNKDEJD_00016	CDS	423				hypothetical protein
IPNKDEJD_00017	gene	624	pyrE			
IPNKDEJD_00017	CDS	624	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
IPNKDEJD_00018	gene	852				
IPNKDEJD_00018	CDS	852				hypothetical protein
IPNKDEJD_00019	gene	1794				
IPNKDEJD_00019	CDS	1794				hypothetical protein
IPNKDEJD_00020	gene	471				
