locus_tag	ftype	length_bp	gene	EC_number	COG	product
EOCHLGEI_00001	gene	204				
EOCHLGEI_00001	CDS	204				hypothetical protein
EOCHLGEI_00002	gene	2760				
EOCHLGEI_00002	CDS	2760				hypothetical protein
EOCHLGEI_00003	gene	240				
EOCHLGEI_00003	CDS	240				hypothetical protein
EOCHLGEI_00004	gene	336				
EOCHLGEI_00004	CDS	336				hypothetical protein
EOCHLGEI_00005	gene	999				
EOCHLGEI_00005	CDS	999				hypothetical protein
EOCHLGEI_00006	gene	1647				
EOCHLGEI_00006	CDS	1647				hypothetical protein
EOCHLGEI_00007	gene	1668	recN			
EOCHLGEI_00007	CDS	1668	recN		COG0497	DNA repair protein RecN
EOCHLGEI_00008	gene	903				
EOCHLGEI_00008	CDS	903				hypothetical protein
EOCHLGEI_00009	gene	1212	undec1A			
EOCHLGEI_00009	CDS	1212	undec1A	4.1.1.-		Cysteine/Cysteine sulfinic acid decarboxylase
EOCHLGEI_00010	gene	855	dinG			
EOCHLGEI_00010	CDS	855	dinG	3.1.-.-		3'-5' exonuclease DinG
EOCHLGEI_00011	gene	1125	dnaN			
EOCHLGEI_00011	CDS	1125	dnaN			Beta sliding clamp
EOCHLGEI_00012	gene	417				
EOCHLGEI_00012	CDS	417				hypothetical protein
EOCHLGEI_00013	gene	417				
EOCHLGEI_00013	CDS	417		2.8.1.-	COG0607	Sulfurtransferase
EOCHLGEI_00014	gene	1311	eno			
EOCHLGEI_00014	CDS	1311	eno	4.2.1.11		Enolase
EOCHLGEI_00015	gene	981	ribD			
EOCHLGEI_00015	CDS	981	ribD		COG0117	Riboflavin biosynthesis protein RibD
EOCHLGEI_00016	gene	654				
EOCHLGEI_00016	CDS	654				hypothetical protein
EOCHLGEI_00017	gene	1305	tyrS			
EOCHLGEI_00017	CDS	1305	tyrS	6.1.1.1		Tyrosine--tRNA ligase
EOCHLGEI_00018	gene	240				
EOCHLGEI_00018	CDS	240			COG0759	Putative membrane protein insertion efficiency factor
EOCHLGEI_00019	gene	432	rnpA			
EOCHLGEI_00019	CDS	432	rnpA	3.1.26.5		Ribonuclease P protein component
EOCHLGEI_00020	gene	747				
EOCHLGEI_00020	CDS	747				hypothetical protein
EOCHLGEI_00021	gene	288	hutH			
EOCHLGEI_00021	CDS	288	hutH	4.3.1.3	COG2986	Histidine ammonia-lyase
EOCHLGEI_00022	gene	1251	hutI			
EOCHLGEI_00022	CDS	1251	hutI	3.5.2.7	COG1228	Imidazolonepropionase
EOCHLGEI_00023	gene	339				
EOCHLGEI_00023	CDS	339				hypothetical protein
EOCHLGEI_00024	gene	966	queG			
EOCHLGEI_00024	CDS	966	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
EOCHLGEI_00025	gene	552				
EOCHLGEI_00025	CDS	552		3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
EOCHLGEI_00026	gene	3336				
EOCHLGEI_00026	CDS	3336				hypothetical protein
EOCHLGEI_00027	gene	453	yqaA			
EOCHLGEI_00027	CDS	453	yqaA		COG1238	Inner membrane protein YqaA
EOCHLGEI_00028	gene	951				
EOCHLGEI_00028	CDS	951				hypothetical protein
EOCHLGEI_00029	gene	1389	purD			
EOCHLGEI_00029	CDS	1389	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
EOCHLGEI_00030	gene	2901	rexB			
EOCHLGEI_00030	CDS	2901	rexB	3.6.4.12		ATP-dependent helicase/deoxyribonuclease subunit B
EOCHLGEI_00031	gene	3246	recB			
EOCHLGEI_00031	CDS	3246	recB	3.1.11.5		RecBCD enzyme subunit RecB
EOCHLGEI_00032	gene	1620				
EOCHLGEI_00032	CDS	1620				hypothetical protein
EOCHLGEI_00033	gene	2169	dpp5			
EOCHLGEI_00033	CDS	2169	dpp5	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
EOCHLGEI_00034	gene	177				
EOCHLGEI_00034	CDS	177				hypothetical protein
EOCHLGEI_00035	gene	138				
EOCHLGEI_00035	CDS	138				hypothetical protein
EOCHLGEI_00036	gene	123				
EOCHLGEI_00036	CDS	123				hypothetical protein
EOCHLGEI_00037	gene	1380	yeeO			
EOCHLGEI_00037	CDS	1380	yeeO		COG0534	putative FMN/FAD exporter YeeO
EOCHLGEI_00038	gene	822	cmk_1			
EOCHLGEI_00038	CDS	822	cmk_1	2.7.4.25		Cytidylate kinase
EOCHLGEI_00039	gene	405				
EOCHLGEI_00039	CDS	405				hypothetical protein
EOCHLGEI_00040	gene	1251	tdcG			
EOCHLGEI_00040	CDS	1251	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
