locus_tag	ftype	length_bp	gene	EC_number	COG	product
EHJNDFMC_00001	gene	1785				
EHJNDFMC_00001	CDS	1785				hypothetical protein
EHJNDFMC_00002	gene	1932				
EHJNDFMC_00002	CDS	1932				hypothetical protein
EHJNDFMC_00003	gene	3303				
EHJNDFMC_00003	CDS	3303				hypothetical protein
EHJNDFMC_00004	gene	147				
EHJNDFMC_00004	CDS	147				hypothetical protein
EHJNDFMC_00005	gene	2100				
EHJNDFMC_00005	CDS	2100				hypothetical protein
EHJNDFMC_00006	gene	642				
EHJNDFMC_00006	CDS	642				hypothetical protein
EHJNDFMC_00007	gene	642				
EHJNDFMC_00007	CDS	642				hypothetical protein
EHJNDFMC_00008	gene	903	menA			
EHJNDFMC_00008	CDS	903	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
EHJNDFMC_00009	gene	2280				
EHJNDFMC_00009	CDS	2280				hypothetical protein
EHJNDFMC_00010	gene	255				
EHJNDFMC_00010	CDS	255				hypothetical protein
EHJNDFMC_00011	gene	2040	uvrB			
EHJNDFMC_00011	CDS	2040	uvrB		COG0556	UvrABC system protein B
EHJNDFMC_00012	gene	2460				
EHJNDFMC_00012	CDS	2460				hypothetical protein
EHJNDFMC_00013	gene	897	bamD			
EHJNDFMC_00013	CDS	897	bamD			Outer membrane protein assembly factor BamD
EHJNDFMC_00014	gene	351				
EHJNDFMC_00014	CDS	351				hypothetical protein
EHJNDFMC_00015	gene	459				
EHJNDFMC_00015	CDS	459				hypothetical protein
EHJNDFMC_00016	gene	567				
EHJNDFMC_00016	CDS	567				hypothetical protein
EHJNDFMC_00017	gene	237				
EHJNDFMC_00017	CDS	237				hypothetical protein
EHJNDFMC_00018	gene	477	ribH			
EHJNDFMC_00018	CDS	477	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
EHJNDFMC_00019	gene	741				
EHJNDFMC_00019	CDS	741				hypothetical protein
EHJNDFMC_00020	gene	1095	recF			
EHJNDFMC_00020	CDS	1095	recF		COG1195	DNA replication and repair protein RecF
EHJNDFMC_00021	gene	291				
EHJNDFMC_00021	CDS	291				hypothetical protein
EHJNDFMC_00022	gene	498	yqgN			
EHJNDFMC_00022	CDS	498	yqgN		COG0212	putative protein YqgN
EHJNDFMC_00023	gene	1698				
EHJNDFMC_00023	CDS	1698				hypothetical protein
EHJNDFMC_00024	gene	444	tadA_1			
EHJNDFMC_00024	CDS	444	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
EHJNDFMC_00025	gene	2094	prlC			
EHJNDFMC_00025	CDS	2094	prlC	3.4.24.70	COG0339	Oligopeptidase A
EHJNDFMC_00026	gene	618				
EHJNDFMC_00026	CDS	618				hypothetical protein
EHJNDFMC_00027	gene	942	apbE			
EHJNDFMC_00027	CDS	942	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
EHJNDFMC_00028	gene	681				
EHJNDFMC_00028	CDS	681				hypothetical protein
EHJNDFMC_00029	gene	486				
EHJNDFMC_00029	CDS	486				hypothetical protein
EHJNDFMC_00030	gene	951	rgtE			
EHJNDFMC_00030	CDS	951	rgtE	2.4.1.-	COG0463	Dodecaprenyl-phosphate galacturonate synthase
EHJNDFMC_00031	gene	579				
EHJNDFMC_00031	CDS	579				hypothetical protein
EHJNDFMC_00032	gene	633				
EHJNDFMC_00032	CDS	633				hypothetical protein
EHJNDFMC_00033	gene	639				
EHJNDFMC_00033	CDS	639				hypothetical protein
EHJNDFMC_00034	gene	480				
EHJNDFMC_00034	CDS	480				hypothetical protein
EHJNDFMC_00035	gene	117				
EHJNDFMC_00035	CDS	117				hypothetical protein
EHJNDFMC_00036	gene	1182	bdhA			
EHJNDFMC_00036	CDS	1182	bdhA	1.1.1.-	COG1979	NADH-dependent butanol dehydrogenase A
EHJNDFMC_00037	gene	678				
EHJNDFMC_00037	CDS	678				hypothetical protein
EHJNDFMC_00038	gene	351	ndhC			
EHJNDFMC_00038	CDS	351	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
EHJNDFMC_00039	gene	750	ndhK			
EHJNDFMC_00039	CDS	750	ndhK	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit K, chloroplastic
EHJNDFMC_00040	gene	1563	nuoC			
EHJNDFMC_00040	CDS	1563	nuoC	7.1.1.-		NADH-quinone oxidoreductase subunit C/D
EHJNDFMC_00041	gene	1089	nuoH			
EHJNDFMC_00041	CDS	1089	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
EHJNDFMC_00042	gene	534	nuoI			
EHJNDFMC_00042	CDS	534	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
EHJNDFMC_00043	gene	513				
EHJNDFMC_00043	CDS	513				hypothetical protein
EHJNDFMC_00044	gene	312	nuoK			
EHJNDFMC_00044	CDS	312	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
EHJNDFMC_00045	gene	1989	nuoL			
EHJNDFMC_00045	CDS	1989	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
EHJNDFMC_00046	gene	1500	ndhD1			
EHJNDFMC_00046	CDS	1500	ndhD1	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
EHJNDFMC_00047	gene	1437	ndhB			
EHJNDFMC_00047	CDS	1437	ndhB	7.1.1.-	COG1007	NAD(P)H-quinone oxidoreductase subunit 2
EHJNDFMC_00048	gene	990				
EHJNDFMC_00048	CDS	990				hypothetical protein
EHJNDFMC_00049	gene	150				
EHJNDFMC_00049	CDS	150				hypothetical protein
EHJNDFMC_00050	gene	198				
EHJNDFMC_00050	CDS	198				hypothetical protein
EHJNDFMC_00051	gene	3342				
EHJNDFMC_00051	CDS	3342				hypothetical protein
EHJNDFMC_00052	gene	1584				
EHJNDFMC_00052	CDS	1584				hypothetical protein
EHJNDFMC_00053	gene	1185				
EHJNDFMC_00053	CDS	1185				hypothetical protein
EHJNDFMC_00054	gene	744				
EHJNDFMC_00054	CDS	744				hypothetical protein
EHJNDFMC_00055	gene	3306	carB			
EHJNDFMC_00055	CDS	3306	carB	6.3.5.5		Carbamoyl-phosphate synthase large chain
EHJNDFMC_00056	gene	2484				
EHJNDFMC_00056	CDS	2484				hypothetical protein
EHJNDFMC_00057	gene	876	rfbA			
EHJNDFMC_00057	CDS	876	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
EHJNDFMC_00058	gene	624				
EHJNDFMC_00058	CDS	624				hypothetical protein
EHJNDFMC_00059	gene	300				
EHJNDFMC_00059	CDS	300				hypothetical protein
EHJNDFMC_00060	gene	345				
EHJNDFMC_00060	CDS	345				hypothetical protein
EHJNDFMC_00061	gene	1533	rny_1			
EHJNDFMC_00061	CDS	1533	rny_1	3.1.-.-	COG1418	Ribonuclease Y
EHJNDFMC_00062	gene	957				
EHJNDFMC_00062	CDS	957				hypothetical protein
EHJNDFMC_00063	gene	585	malT			
EHJNDFMC_00063	CDS	585	malT			HTH-type transcriptional regulator MalT
EHJNDFMC_00064	gene	1158	gcdB			
EHJNDFMC_00064	CDS	1158	gcdB	7.2.4.5	COG1883	Glutaconyl-CoA decarboxylase subunit beta
EHJNDFMC_00065	gene	450	gcdC			
EHJNDFMC_00065	CDS	450	gcdC	7.2.4.5	COG0511	Glutaconyl-CoA decarboxylase subunit gamma
EHJNDFMC_00066	gene	957				
EHJNDFMC_00066	CDS	957				hypothetical protein
EHJNDFMC_00067	gene	1716	aspT_1			
EHJNDFMC_00067	CDS	1716	aspT_1			Aspartate/alanine antiporter
EHJNDFMC_00068	gene	450				
EHJNDFMC_00068	CDS	450				hypothetical protein
EHJNDFMC_00069	gene	657	gpx1			
EHJNDFMC_00069	CDS	657	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
EHJNDFMC_00070	gene	174				
EHJNDFMC_00070	CDS	174				hypothetical protein
EHJNDFMC_00071	gene	516	COQ3			
EHJNDFMC_00071	CDS	516	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
EHJNDFMC_00072	gene	1059				
EHJNDFMC_00072	CDS	1059				hypothetical protein
EHJNDFMC_00073	gene	1827				
EHJNDFMC_00073	CDS	1827				hypothetical protein
EHJNDFMC_00074	gene	306				
EHJNDFMC_00074	CDS	306				hypothetical protein
EHJNDFMC_00075	gene	2685				
EHJNDFMC_00075	CDS	2685				hypothetical protein
EHJNDFMC_00076	gene	555				
EHJNDFMC_00076	CDS	555				hypothetical protein
EHJNDFMC_00077	gene	273				
EHJNDFMC_00077	CDS	273				hypothetical protein
EHJNDFMC_00078	gene	1641	pfp			
EHJNDFMC_00078	CDS	1641	pfp	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
EHJNDFMC_00079	gene	804				
EHJNDFMC_00079	CDS	804				hypothetical protein
EHJNDFMC_00080	gene	882	prmC			
EHJNDFMC_00080	CDS	882	prmC	2.1.1.297		Release factor glutamine methyltransferase
EHJNDFMC_00081	gene	1023				
EHJNDFMC_00081	CDS	1023				hypothetical protein
EHJNDFMC_00082	gene	1623				
EHJNDFMC_00082	CDS	1623				hypothetical protein
EHJNDFMC_00083	gene	408				
EHJNDFMC_00083	CDS	408				hypothetical protein
EHJNDFMC_00084	gene	3585	ileS			
EHJNDFMC_00084	CDS	3585	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
EHJNDFMC_00085	gene	381	dksA			
EHJNDFMC_00085	CDS	381	dksA			RNA polymerase-binding transcription factor DksA
EHJNDFMC_00086	gene	633	lspA			
EHJNDFMC_00086	CDS	633	lspA	3.4.23.36		Lipoprotein signal peptidase
EHJNDFMC_00087	gene	903				
EHJNDFMC_00087	CDS	903				hypothetical protein
EHJNDFMC_00088	gene	222				
EHJNDFMC_00088	CDS	222				hypothetical protein
EHJNDFMC_00089	gene	1482	proS			
EHJNDFMC_00089	CDS	1482	proS	6.1.1.15	COG0442	Proline--tRNA ligase
EHJNDFMC_00090	gene	696	pal_1			
EHJNDFMC_00090	CDS	696	pal_1			Peptidoglycan-associated lipoprotein
EHJNDFMC_00091	gene	708	mtgA			
EHJNDFMC_00091	CDS	708	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
EHJNDFMC_00092	gene	2409	pcrA			
EHJNDFMC_00092	CDS	2409	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
EHJNDFMC_00093	gene	273	groS1			
EHJNDFMC_00093	CDS	273	groS1		COG0234	10 kDa chaperonin 1
EHJNDFMC_00094	gene	1632	groL			
EHJNDFMC_00094	CDS	1632	groL		COG0459	60 kDa chaperonin
EHJNDFMC_00095	gene	252				
EHJNDFMC_00095	CDS	252				hypothetical protein
EHJNDFMC_00096	gene	690				
EHJNDFMC_00096	CDS	690				hypothetical protein
EHJNDFMC_00097	gene	2682				
EHJNDFMC_00097	CDS	2682				hypothetical protein
EHJNDFMC_00098	gene	189				
EHJNDFMC_00098	CDS	189				hypothetical protein
EHJNDFMC_00099	gene	1557	rapZ			
EHJNDFMC_00099	CDS	1557	rapZ			RNase adapter protein RapZ
EHJNDFMC_00100	gene	1221				
EHJNDFMC_00100	CDS	1221				hypothetical protein
EHJNDFMC_00101	gene	1044	lpxD			
EHJNDFMC_00101	CDS	1044	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
EHJNDFMC_00102	gene	1386	lpxC			
EHJNDFMC_00102	CDS	1386	lpxC	3.5.1.108		UDP-3-O-acyl-N-acetylglucosamine deacetylase
EHJNDFMC_00103	gene	774	lpxA_1			
EHJNDFMC_00103	CDS	774	lpxA_1	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
EHJNDFMC_00104	gene	909	miaA_1			
EHJNDFMC_00104	CDS	909	miaA_1	2.5.1.75	COG0324	tRNA dimethylallyltransferase
EHJNDFMC_00105	gene	2469	mrcA_1			
EHJNDFMC_00105	CDS	2469	mrcA_1		COG5009	Penicillin-binding protein 1A
EHJNDFMC_00106	gene	2559				
EHJNDFMC_00106	CDS	2559				hypothetical protein
EHJNDFMC_00107	gene	171				
EHJNDFMC_00107	CDS	171				hypothetical protein
EHJNDFMC_00108	gene	672	yknY_1			
EHJNDFMC_00108	CDS	672	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
EHJNDFMC_00109	gene	1260	macB_1			
EHJNDFMC_00109	CDS	1260	macB_1	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
EHJNDFMC_00110	gene	1248	macB_2			
EHJNDFMC_00110	CDS	1248	macB_2	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
EHJNDFMC_00111	gene	1113	macA			
EHJNDFMC_00111	CDS	1113	macA		COG0845	Macrolide export protein MacA
EHJNDFMC_00112	gene	2064	dsbD			
EHJNDFMC_00112	CDS	2064	dsbD	1.8.1.8		Thiol:disulfide interchange protein DsbD
EHJNDFMC_00113	gene	606				
EHJNDFMC_00113	CDS	606				hypothetical protein
EHJNDFMC_00114	gene	987	miaA_2			
EHJNDFMC_00114	CDS	987	miaA_2	2.5.1.75	COG0324	tRNA dimethylallyltransferase
EHJNDFMC_00115	gene	933	ytlR			
EHJNDFMC_00115	CDS	933	ytlR	2.7.1.-	COG1597	Putative lipid kinase YtlR
EHJNDFMC_00116	gene	1917				
EHJNDFMC_00116	CDS	1917				hypothetical protein
EHJNDFMC_00117	gene	1269	mshA_1			
EHJNDFMC_00117	CDS	1269	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
EHJNDFMC_00118	gene	1416				
EHJNDFMC_00118	CDS	1416				hypothetical protein
EHJNDFMC_00119	gene	825	pyrF			
EHJNDFMC_00119	CDS	825	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
EHJNDFMC_00120	gene	1113	prfA			
EHJNDFMC_00120	CDS	1113	prfA		COG0216	Peptide chain release factor 1
EHJNDFMC_00121	gene	1203	purM			
EHJNDFMC_00121	CDS	1203	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
EHJNDFMC_00122	gene	741	aroE			
EHJNDFMC_00122	CDS	741	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
EHJNDFMC_00123	gene	735	menG			
EHJNDFMC_00123	CDS	735	menG	2.1.1.163		Demethylmenaquinone methyltransferase
EHJNDFMC_00124	gene	981	purC			
EHJNDFMC_00124	CDS	981	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
EHJNDFMC_00125	gene	981				
EHJNDFMC_00125	CDS	981			COG1702	PhoH-like protein
EHJNDFMC_00126	gene	801				
EHJNDFMC_00126	CDS	801				hypothetical protein
EHJNDFMC_00127	gene	813				
EHJNDFMC_00127	CDS	813				hypothetical protein
EHJNDFMC_00128	gene	1278	rarA			
EHJNDFMC_00128	CDS	1278	rarA		COG2256	Replication-associated recombination protein A
EHJNDFMC_00129	gene	621				
EHJNDFMC_00129	CDS	621				hypothetical protein
EHJNDFMC_00130	gene	75				
EHJNDFMC_00130	tRNA	75				tRNA-Arg(acg)
EHJNDFMC_00131	gene	726	murU			
EHJNDFMC_00131	CDS	726	murU	2.7.7.99	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
EHJNDFMC_00132	gene	1566	guaA			
EHJNDFMC_00132	CDS	1566	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
EHJNDFMC_00133	gene	459	ogt			
EHJNDFMC_00133	CDS	459	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
EHJNDFMC_00134	gene	339				
EHJNDFMC_00134	CDS	339				hypothetical protein
EHJNDFMC_00135	gene	855				
EHJNDFMC_00135	CDS	855				hypothetical protein
EHJNDFMC_00136	gene	1314	pdhD			
EHJNDFMC_00136	CDS	1314	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
EHJNDFMC_00137	gene	1509	gcvPB			
EHJNDFMC_00137	CDS	1509	gcvPB	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
EHJNDFMC_00138	gene	1326	gcvPA			
EHJNDFMC_00138	CDS	1326	gcvPA	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 1
EHJNDFMC_00139	gene	387	gcvH			
EHJNDFMC_00139	CDS	387	gcvH			Glycine cleavage system H protein
EHJNDFMC_00140	gene	1095	gcvT			
EHJNDFMC_00140	CDS	1095	gcvT	2.1.2.10		Aminomethyltransferase
EHJNDFMC_00141	gene	1038	lplJ			
EHJNDFMC_00141	CDS	1038	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
EHJNDFMC_00142	gene	423	mscL			
EHJNDFMC_00142	CDS	423	mscL		COG1970	Large-conductance mechanosensitive channel
EHJNDFMC_00143	gene	156				
EHJNDFMC_00143	CDS	156				hypothetical protein
EHJNDFMC_00144	gene	1011	gapA			
