locus_tag	ftype	length_bp	gene	EC_number	COG	product
GHBIGHIA_00001	gene	417	epsL			
GHBIGHIA_00001	CDS	417	epsL	2.-.-.-	COG2148	putative sugar transferase EpsL
GHBIGHIA_00002	gene	1914	pglF			
GHBIGHIA_00002	CDS	1914	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
GHBIGHIA_00003	gene	1131				
GHBIGHIA_00003	CDS	1131				hypothetical protein
GHBIGHIA_00004	gene	99				
GHBIGHIA_00004	CDS	99				hypothetical protein
GHBIGHIA_00005	gene	105				
GHBIGHIA_00005	CDS	105				hypothetical protein
GHBIGHIA_00006	gene	1047				
GHBIGHIA_00006	CDS	1047				hypothetical protein
GHBIGHIA_00007	gene	90				
GHBIGHIA_00007	CDS	90				hypothetical protein
GHBIGHIA_00008	gene	510	pspA_1			
GHBIGHIA_00008	CDS	510	pspA_1	3.1.3.3	COG0406	Phosphoserine phosphatase 1
GHBIGHIA_00009	gene	1746				
GHBIGHIA_00009	CDS	1746				hypothetical protein
GHBIGHIA_00010	gene	861				
GHBIGHIA_00010	CDS	861				hypothetical protein
GHBIGHIA_00011	gene	405				
GHBIGHIA_00011	CDS	405				hypothetical protein
GHBIGHIA_00012	gene	1446				
GHBIGHIA_00012	CDS	1446				hypothetical protein
GHBIGHIA_00013	gene	474				
GHBIGHIA_00013	CDS	474				hypothetical protein
GHBIGHIA_00014	gene	921				
GHBIGHIA_00014	CDS	921				hypothetical protein
GHBIGHIA_00015	gene	3024				
GHBIGHIA_00015	CDS	3024				hypothetical protein
GHBIGHIA_00016	gene	258				
GHBIGHIA_00016	CDS	258				hypothetical protein
GHBIGHIA_00017	gene	3417	mfd			
GHBIGHIA_00017	CDS	3417	mfd	3.6.4.-		Transcription-repair-coupling factor
GHBIGHIA_00018	gene	144				
GHBIGHIA_00018	CDS	144				hypothetical protein
GHBIGHIA_00019	gene	1152	mshA_1			
GHBIGHIA_00019	CDS	1152	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
GHBIGHIA_00020	gene	1542				
GHBIGHIA_00020	CDS	1542				hypothetical protein
GHBIGHIA_00021	gene	1221				
GHBIGHIA_00021	CDS	1221				hypothetical protein
GHBIGHIA_00022	gene	555	dapH_1			
GHBIGHIA_00022	CDS	555	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
GHBIGHIA_00023	gene	1530				
GHBIGHIA_00023	CDS	1530				hypothetical protein
GHBIGHIA_00024	gene	1194				
GHBIGHIA_00024	CDS	1194				hypothetical protein
GHBIGHIA_00025	gene	1077				
GHBIGHIA_00025	CDS	1077				hypothetical protein
GHBIGHIA_00026	gene	2610				
GHBIGHIA_00026	CDS	2610				hypothetical protein
GHBIGHIA_00027	gene	636	wecA			
GHBIGHIA_00027	CDS	636	wecA	2.7.8.40		UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase
GHBIGHIA_00028	gene	398	ssrA			
GHBIGHIA_00028	tmRNA	398	ssrA			transfer-messenger RNA, SsrA
GHBIGHIA_00029	gene	798	ccsA_1			
GHBIGHIA_00029	CDS	798	ccsA_1			Cytochrome c biogenesis protein CcsA
GHBIGHIA_00030	gene	939				
GHBIGHIA_00030	CDS	939				hypothetical protein
GHBIGHIA_00031	gene	552				
GHBIGHIA_00031	CDS	552				hypothetical protein
GHBIGHIA_00032	gene	1134				
GHBIGHIA_00032	CDS	1134				hypothetical protein
GHBIGHIA_00033	gene	1086				
GHBIGHIA_00033	CDS	1086				hypothetical protein
GHBIGHIA_00034	gene	981	iolS			
GHBIGHIA_00034	CDS	981	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
GHBIGHIA_00035	gene	1029	ycjY_1			
