locus_tag	ftype	length_bp	gene	EC_number	COG	product
PAMNMELI_00001	gene	1299				
PAMNMELI_00001	CDS	1299				hypothetical protein
PAMNMELI_00002	gene	144				
PAMNMELI_00002	CDS	144				hypothetical protein
PAMNMELI_00003	gene	546	pdxT			
PAMNMELI_00003	CDS	546	pdxT	4.3.3.6		Pyridoxal 5'-phosphate synthase subunit PdxT
PAMNMELI_00004	gene	876	pdxS			
PAMNMELI_00004	CDS	876	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
PAMNMELI_00005	gene	258				
PAMNMELI_00005	CDS	258				hypothetical protein
PAMNMELI_00006	gene	918	rhaS_1			
PAMNMELI_00006	CDS	918	rhaS_1			HTH-type transcriptional activator RhaS
PAMNMELI_00007	gene	474				
PAMNMELI_00007	CDS	474				hypothetical protein
PAMNMELI_00008	gene	114				
PAMNMELI_00008	CDS	114				hypothetical protein
PAMNMELI_00009	gene	855	bepA_1			
PAMNMELI_00009	CDS	855	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
PAMNMELI_00010	gene	2325				
PAMNMELI_00010	CDS	2325				hypothetical protein
PAMNMELI_00011	gene	1065	kdsA_1			
PAMNMELI_00011	CDS	1065	kdsA_1	2.5.1.55		2-dehydro-3-deoxyphosphooctonate aldolase
PAMNMELI_00012	gene	1059				
PAMNMELI_00012	CDS	1059				hypothetical protein
PAMNMELI_00013	gene	1095				
PAMNMELI_00013	CDS	1095				hypothetical protein
PAMNMELI_00014	gene	1107	pdxA2			
PAMNMELI_00014	CDS	1107	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
PAMNMELI_00015	gene	978				
PAMNMELI_00015	CDS	978				hypothetical protein
PAMNMELI_00016	gene	1014	rlmN			
PAMNMELI_00016	CDS	1014	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
PAMNMELI_00017	gene	1560	ahpF			
PAMNMELI_00017	CDS	1560	ahpF	1.8.1.-		Alkyl hydroperoxide reductase subunit F
PAMNMELI_00018	gene	567	ahpC			
PAMNMELI_00018	CDS	567	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
PAMNMELI_00019	gene	585	sodB			
PAMNMELI_00019	CDS	585	sodB	1.15.1.1	COG0605	Superoxide dismutase [Mn/Fe]
PAMNMELI_00020	gene	927	oxyR			
PAMNMELI_00020	CDS	927	oxyR			Hydrogen peroxide-inducible genes activator
PAMNMELI_00021	gene	1086	wbpI			
PAMNMELI_00021	CDS	1086	wbpI	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
PAMNMELI_00022	gene	954	qmcA			
