locus_tag	ftype	length_bp	gene	EC_number	COG	product
AAEJFGAO_00001	gene	552				
AAEJFGAO_00001	CDS	552				hypothetical protein
AAEJFGAO_00002	gene	579				
AAEJFGAO_00002	CDS	579				hypothetical protein
AAEJFGAO_00003	gene	951	rgtE			
AAEJFGAO_00003	CDS	951	rgtE	2.4.1.-	COG0463	Dodecaprenyl-phosphate galacturonate synthase
AAEJFGAO_00004	gene	486				
AAEJFGAO_00004	CDS	486				hypothetical protein
AAEJFGAO_00005	gene	684				
AAEJFGAO_00005	CDS	684				hypothetical protein
AAEJFGAO_00006	gene	942	apbE			
AAEJFGAO_00006	CDS	942	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
AAEJFGAO_00007	gene	618				
AAEJFGAO_00007	CDS	618				hypothetical protein
AAEJFGAO_00008	gene	2094	prlC			
AAEJFGAO_00008	CDS	2094	prlC	3.4.24.70	COG0339	Oligopeptidase A
AAEJFGAO_00009	gene	444	tadA_1			
AAEJFGAO_00009	CDS	444	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
AAEJFGAO_00010	gene	1725				
AAEJFGAO_00010	CDS	1725				hypothetical protein
AAEJFGAO_00011	gene	498	yqgN			
AAEJFGAO_00011	CDS	498	yqgN		COG0212	putative protein YqgN
AAEJFGAO_00012	gene	291				
AAEJFGAO_00012	CDS	291				hypothetical protein
AAEJFGAO_00013	gene	1095	recF			
AAEJFGAO_00013	CDS	1095	recF		COG1195	DNA replication and repair protein RecF
AAEJFGAO_00014	gene	741				
AAEJFGAO_00014	CDS	741				hypothetical protein
AAEJFGAO_00015	gene	477	ribH			
AAEJFGAO_00015	CDS	477	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
AAEJFGAO_00016	gene	237				
AAEJFGAO_00016	CDS	237				hypothetical protein
AAEJFGAO_00017	gene	567				
AAEJFGAO_00017	CDS	567				hypothetical protein
AAEJFGAO_00018	gene	459				
AAEJFGAO_00018	CDS	459				hypothetical protein
AAEJFGAO_00019	gene	351				
AAEJFGAO_00019	CDS	351				hypothetical protein
AAEJFGAO_00020	gene	897	bamD			
AAEJFGAO_00020	CDS	897	bamD			Outer membrane protein assembly factor BamD
AAEJFGAO_00021	gene	2460				
AAEJFGAO_00021	CDS	2460				hypothetical protein
AAEJFGAO_00022	gene	2040	uvrB			
AAEJFGAO_00022	CDS	2040	uvrB		COG0556	UvrABC system protein B
AAEJFGAO_00023	gene	255				
AAEJFGAO_00023	CDS	255				hypothetical protein
AAEJFGAO_00024	gene	2280				
AAEJFGAO_00024	CDS	2280				hypothetical protein
AAEJFGAO_00025	gene	903	menA			
AAEJFGAO_00025	CDS	903	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
AAEJFGAO_00026	gene	642				
AAEJFGAO_00026	CDS	642				hypothetical protein
AAEJFGAO_00027	gene	642				
AAEJFGAO_00027	CDS	642				hypothetical protein
AAEJFGAO_00028	gene	2100				
AAEJFGAO_00028	CDS	2100				hypothetical protein
AAEJFGAO_00029	gene	144				
AAEJFGAO_00029	CDS	144				hypothetical protein
AAEJFGAO_00030	gene	3303				
AAEJFGAO_00030	CDS	3303				hypothetical protein
AAEJFGAO_00031	gene	1932				
AAEJFGAO_00031	CDS	1932				hypothetical protein
AAEJFGAO_00032	gene	1785				
AAEJFGAO_00032	CDS	1785				hypothetical protein
AAEJFGAO_00033	gene	156				
AAEJFGAO_00033	CDS	156				hypothetical protein
AAEJFGAO_00034	gene	900	rluD_1			
AAEJFGAO_00034	CDS	900	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
AAEJFGAO_00035	gene	1995	tkt			
AAEJFGAO_00035	CDS	1995	tkt	2.2.1.1		Transketolase
AAEJFGAO_00036	gene	444	rpiB			
AAEJFGAO_00036	CDS	444	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
AAEJFGAO_00037	gene	300				
AAEJFGAO_00037	CDS	300			COG0776	DNA-binding protein HRL53
AAEJFGAO_00038	gene	90				
AAEJFGAO_00038	CDS	90				hypothetical protein
AAEJFGAO_00039	gene	1575	rne			
AAEJFGAO_00039	CDS	1575	rne	3.1.26.12	COG1530	Ribonuclease E
AAEJFGAO_00040	gene	474	guaD			
AAEJFGAO_00040	CDS	474	guaD	3.5.4.3	COG0590	Guanine deaminase
AAEJFGAO_00041	gene	162				
AAEJFGAO_00041	CDS	162			COG1773	Rubredoxin
AAEJFGAO_00042	gene	657	ppaX			
AAEJFGAO_00042	CDS	657	ppaX	3.6.1.1	COG0546	Pyrophosphatase PpaX
AAEJFGAO_00043	gene	705	ttcA			
AAEJFGAO_00043	CDS	705	ttcA	2.8.1.-		tRNA-cytidine(32) 2-sulfurtransferase
AAEJFGAO_00044	gene	507				
AAEJFGAO_00044	CDS	507				hypothetical protein
AAEJFGAO_00045	gene	762	ydfG			
AAEJFGAO_00045	CDS	762	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
AAEJFGAO_00046	gene	1698	glgE			
AAEJFGAO_00046	CDS	1698	glgE	2.4.99.16		Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase
AAEJFGAO_00047	gene	894	fabD			
AAEJFGAO_00047	CDS	894	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
AAEJFGAO_00048	gene	462				
AAEJFGAO_00048	CDS	462				hypothetical protein
AAEJFGAO_00049	gene	612				
AAEJFGAO_00049	CDS	612				hypothetical protein
AAEJFGAO_00050	gene	2052	ligA			
AAEJFGAO_00050	CDS	2052	ligA	6.5.1.2		DNA ligase
AAEJFGAO_00051	gene	855	pta_1			
AAEJFGAO_00051	CDS	855	pta_1	2.3.1.8	COG0280	Phosphate acetyltransferase
AAEJFGAO_00052	gene	1062	buk2			
AAEJFGAO_00052	CDS	1062	buk2	2.7.2.7	COG3426	Butyrate kinase 2
AAEJFGAO_00053	gene	675	trmD			
AAEJFGAO_00053	CDS	675	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
AAEJFGAO_00054	gene	939				
AAEJFGAO_00054	CDS	939				hypothetical protein
AAEJFGAO_00055	gene	1416	pepP			
AAEJFGAO_00055	CDS	1416	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
AAEJFGAO_00056	gene	1197				
AAEJFGAO_00056	CDS	1197				hypothetical protein
AAEJFGAO_00057	gene	480				
AAEJFGAO_00057	CDS	480				hypothetical protein
AAEJFGAO_00058	gene	1731	recJ			
AAEJFGAO_00058	CDS	1731	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
AAEJFGAO_00059	gene	1911	deaD_1			
AAEJFGAO_00059	CDS	1911	deaD_1	3.6.4.13		ATP-dependent RNA helicase DeaD
AAEJFGAO_00060	gene	813				
AAEJFGAO_00060	CDS	813				hypothetical protein
AAEJFGAO_00061	gene	1182				
